timestamp,PositionX,PositionY,PositionZ,QuaternionW,QuaternionX,QuaternionY,QuaternionZ
1695300369.7549524,-0.0019302761647850275,0.002234790474176407,0.5608636736869812,0.47198352217674255,-0.5216827392578125,-0.4612945020198822,-0.5406349897384644
1695300369.7693322,-0.0021966714411973953,0.0022938165348023176,0.5608828067779541,0.47287458181381226,-0.5216183066368103,-0.4609208405017853,-0.5402368903160095
1695300369.7787566,-0.0024767681024968624,0.0022911669220775366,0.5610634684562683,0.47312551736831665,-0.5218639969825745,-0.46135464310646057,-0.5394091010093689
1695300369.7847073,-0.002879710868000984,0.0023022573441267014,0.561079204082489,0.4740491509437561,-0.5223422646522522,-0.4609975814819336,-0.5384397506713867
1695300369.7926438,-0.003243513870984316,0.0023385919630527496,0.5612198114395142,0.47497886419296265,-0.5225579142570496,-0.46108174324035645,-0.5373378396034241
1695300369.8020668,-0.0035463550593703985,0.002431573811918497,0.561403214931488,0.4755755066871643,-0.5221061110496521,-0.46141156554222107,-0.5369659662246704
1695300369.8114915,-0.004021153785288334,0.0023693491239100695,0.5614776015281677,0.47647514939308167,-0.5235753655433655,-0.4612981379032135,-0.5348312854766846
1695300369.8204188,-0.004817602224647999,0.001750446856021881,0.5612868070602417,0.47551509737968445,-0.5302867293357849,-0.46269938349723816,-0.5278168320655823
1695300369.8308365,-0.003842889331281185,0.0018127355724573135,0.5624210834503174,0.46966078877449036,-0.5228337645530701,-0.46987900137901306,-0.5341135859489441
1695300369.836291,-0.004171119537204504,0.001904078177176416,0.5623524785041809,0.47149375081062317,-0.5234288573265076,-0.4684598743915558,-0.5331616401672363
1695300369.8432388,-0.004253838676959276,0.0019206855213269591,0.5623477101325989,0.47165289521217346,-0.5232337713241577,-0.4685820937156677,-0.5331050157546997
1695300369.8526645,-0.0053078350611031055,0.001873936504125595,0.5613319277763367,0.4769755005836487,-0.5293658971786499,-0.46298348903656006,-0.5271739959716797
1695300369.8610919,-0.004759552422910929,0.002579829888418317,0.5617278218269348,0.4784451425075531,-0.5217867493629456,-0.46170300245285034,-0.5344710350036621
1695300369.869027,-0.004694598726928234,0.002607476431876421,0.5616678595542908,0.4784540832042694,-0.5212690830230713,-0.4613617956638336,-0.5352622270584106
1695300369.8769634,-0.004621879197657108,0.002631604438647628,0.5616657733917236,0.4783954620361328,-0.5209439396858215,-0.4614885449409485,-0.5355218648910522
1695300369.8853946,-0.00458019832149148,0.0026564307045191526,0.5616907477378845,0.47854992747306824,-0.520789623260498,-0.46135738492012024,-0.5356467962265015
1695300369.8953154,-0.004450191278010607,0.0028677701484411955,0.5615290999412537,0.47979846596717834,-0.519161581993103,-0.45983535051345825,-0.5374163389205933
1695300369.9032521,-0.0042904336005449295,0.002928053494542837,0.5615985989570618,0.47972142696380615,-0.5181733965873718,-0.45955419540405273,-0.5386778116226196
1695300369.911683,-0.004110532347112894,0.002969441469758749,0.5615057945251465,0.47968506813049316,-0.5176265239715576,-0.4595734477043152,-0.5392191410064697
1695300369.919619,-0.0038757161237299442,0.0029742007609456778,0.561456561088562,0.47921907901763916,-0.5170907974243164,-0.45963266491889954,-0.5400963425636292
1695300369.9280512,-0.0036327538546174765,0.003048135433346033,0.5614698529243469,0.47910597920417786,-0.516086220741272,-0.459332674741745,-0.5414111614227295
1695300369.934004,-0.00338031817227602,0.0030835121870040894,0.5614392757415771,0.4786190092563629,-0.5150773525238037,-0.45907655358314514,-0.5430173873901367
1695300369.939463,-0.0033330870792269707,0.0029186613392084837,0.5612660646438599,0.47798848152160645,-0.5166303515434265,-0.45950818061828613,-0.5417308807373047
1695300369.9449146,-0.003149204421788454,0.0029091653414070606,0.5611792802810669,0.47743484377861023,-0.5153511166572571,-0.4591996967792511,-0.5436956882476807
1695300369.953845,-0.003027889644727111,0.0028399922885000706,0.5612533092498779,0.47646820545196533,-0.514417290687561,-0.4598550796508789,-0.5448727011680603
1695300369.9597955,-0.0030090883374214172,0.00280586164444685,0.5608536005020142,0.4763258397579193,-0.5149774551391602,-0.4607295095920563,-0.543728232383728
1695300369.9647546,-0.0029975678771734238,0.002874454716220498,0.5608344674110413,0.4763202965259552,-0.513809859752655,-0.4612855315208435,-0.5443657636642456
1695300369.9702127,-0.003168542869389057,0.0027488155756145716,0.5608033537864685,0.47595351934432983,-0.5143496990203857,-0.4617970585823059,-0.5437427759170532
1695300369.9756665,-0.0033179104793816805,0.0026718047447502613,0.5607949495315552,0.47556552290916443,-0.5147536993026733,-0.4624381363391876,-0.5431548953056335
1695300369.9845967,-0.0036007349845021963,0.0025877514854073524,0.5605881214141846,0.47611910104751587,-0.5164814591407776,-0.46224698424339294,-0.5411887168884277
1695300369.9905481,-0.0037289545871317387,0.00251862988807261,0.5605650544166565,0.4760355055332184,-0.5173172354698181,-0.46288350224494934,-0.5399184226989746
1695300369.99898,-0.003874900285154581,0.0023958138190209866,0.5604252219200134,0.4758457839488983,-0.5188459753990173,-0.46366405487060547,-0.5379453897476196
1695300370.005923,-0.003981605172157288,0.0023288859520107508,0.5601637363433838,0.4758654832839966,-0.5197256803512573,-0.4640568196773529,-0.5367389917373657
1695300370.0143595,-0.003931412473320961,0.002304552122950554,0.5599585771560669,0.4754032790660858,-0.5192939043045044,-0.4646202027797699,-0.5370789170265198
1695300370.0217965,-0.0038426369428634644,0.00227918429300189,0.5598744750022888,0.47471553087234497,-0.5186346769332886,-0.46565985679626465,-0.5374236106872559
1695300370.030725,-0.0037915888242423534,0.0022784105967730284,0.5597654581069946,0.47410768270492554,-0.5177586078643799,-0.46662864089012146,-0.5379644632339478
1695300370.038164,-0.0038565003778785467,0.002325416076928377,0.559714674949646,0.4741663932800293,-0.51694256067276,-0.46697500348091125,-0.5383966565132141
1695300370.0456035,-0.003937841393053532,0.002286219038069248,0.5596544146537781,0.47386863827705383,-0.5168190598487854,-0.46774396300315857,-0.5381097793579102
1695300370.054533,-0.00407196581363678,0.0022668398451060057,0.5597189664840698,0.47390681505203247,-0.5169160962104797,-0.4679236114025116,-0.5378268361091614
1695300370.0634594,-0.004442436620593071,0.00222835224121809,0.5594871640205383,0.4754863381385803,-0.518710732460022,-0.4665844142436981,-0.5358647704124451
1695300370.073384,-0.004610190633684397,0.002172247041016817,0.5594730973243713,0.4757879078388214,-0.5197335481643677,-0.466427743434906,-0.5347411036491394
1695300370.080819,-0.003120158798992634,0.002887578448280692,0.5597516894340515,0.4725468158721924,-0.506297767162323,-0.47011956572532654,-0.5471286773681641
1695300370.0897484,-0.003852413035929203,0.002545222407206893,0.5601139068603516,0.4742107689380646,-0.513322114944458,-0.46797800064086914,-0.5409448146820068
1695300370.0966911,-0.0031204274855554104,0.002640622900798917,0.5596356987953186,0.471616268157959,-0.5087601542472839,-0.4704243540763855,-0.5453826785087585
1695300370.1056213,-0.0030029267072677612,0.0024858859833329916,0.5595964193344116,0.470475435256958,-0.5097841024398804,-0.4711616337299347,-0.5447750687599182
